UKPRN,HE provider,Country of HE provider,Region of HE provider,Academic Year,KFI ratio title,Value (Ratio)
10005470,"Richmond, The American International University in London",England,London,2021/22,Surplus/(deficit) as a % of total income,-0.769
10005470,"Richmond, The American International University in London",England,London,2021/22,Surplus/(deficit) excl. pension adjustment as a % of total income,-0.669
10005470,"Richmond, The American International University in London",England,London,2021/22,Staff costs as a % of total income,0.63
10005470,"Richmond, The American International University in London",England,London,2021/22,Staff costs excl. pension adjustment as a % of total income,0.529
10005470,"Richmond, The American International University in London",England,London,2021/22,Premises costs as a % of total costs,0.285
10005470,"Richmond, The American International University in London",England,London,2021/22,Premises costs as a % of total costs excl. pension adjustment,0.302
10005470,"Richmond, The American International University in London",England,London,2021/22,Unrestricted reserves as a % of total income,-1.3259999999999998
10005470,"Richmond, The American International University in London",England,London,2021/22,External borrowing as a % of total income,1.405
10005470,"Richmond, The American International University in London",England,London,2021/22,Days ratio of total net assets to total expenditure,-140.0
10005470,"Richmond, The American International University in London",England,London,2021/22,Days ratio of total net assets to total expenditure excl. pension adjustment,-148.0
10005470,"Richmond, The American International University in London",England,London,2021/22,Ratio of current assets to current liabilities,1.0
10005470,"Richmond, The American International University in London",England,London,2021/22,Net cash inflow from operating activities as a % of total income,-0.5820000000000001
10005470,"Richmond, The American International University in London",England,London,2021/22,Net liquidity days,44.0
10005470,"Richmond, The American International University in London",England,London,2021/22,Net liquidity days excl. pension adjustment,46.0
10005470,"Richmond, The American International University in London",England,London,2021/22,Debt service ratio,0.0
10007802,The University of Reading,England,South East,2021/22,Surplus/(deficit) as a % of total income,-0.28300000000000003
10007802,The University of Reading,England,South East,2021/22,Surplus/(deficit) excl. pension adjustment as a % of total income,-0.055999999999999994
10007802,The University of Reading,England,South East,2021/22,Staff costs as a % of total income,0.8220000000000001
10007802,The University of Reading,England,South East,2021/22,Staff costs excl. pension adjustment as a % of total income,0.594
10007802,The University of Reading,England,South East,2021/22,Premises costs as a % of total costs,0.043
10007802,The University of Reading,England,South East,2021/22,Premises costs as a % of total costs excl. pension adjustment,0.053
10007802,The University of Reading,England,South East,2021/22,Unrestricted reserves as a % of total income,1.0859999999999999
10007802,The University of Reading,England,South East,2021/22,External borrowing as a % of total income,0.469
10007802,The University of Reading,England,South East,2021/22,Days ratio of total net assets to total expenditure,405.0
10007802,The University of Reading,England,South East,2021/22,Days ratio of total net assets to total expenditure excl. pension adjustment,492.0
10007802,The University of Reading,England,South East,2021/22,Ratio of current assets to current liabilities,1.7
10007802,The University of Reading,England,South East,2021/22,Net cash inflow from operating activities as a % of total income,0.033
10007802,The University of Reading,England,South East,2021/22,Net liquidity days,138.0
10007802,The University of Reading,England,South East,2021/22,Net liquidity days excl. pension adjustment,170.0
10007802,The University of Reading,England,South East,2021/22,Debt service ratio,0.3
10086591,Regent's University London Limited,England,London,2021/22,Surplus/(deficit) as a % of total income,-0.034
10086591,Regent's University London Limited,England,London,2021/22,Surplus/(deficit) excl. pension adjustment as a % of total income,-0.034
10086591,Regent's University London Limited,England,London,2021/22,Staff costs as a % of total income,0.449
10086591,Regent's University London Limited,England,London,2021/22,Staff costs excl. pension adjustment as a % of total income,0.449
10086591,Regent's University London Limited,England,London,2021/22,Premises costs as a % of total costs,0.248
10086591,Regent's University London Limited,England,London,2021/22,Premises costs as a % of total costs excl. pension adjustment,0.248
10086591,Regent's University London Limited,England,London,2021/22,Unrestricted reserves as a % of total income,0.047
10086591,Regent's University London Limited,England,London,2021/22,External borrowing as a % of total income,0.004
10086591,Regent's University London Limited,England,London,2021/22,Days ratio of total net assets to total expenditure,223.0
10086591,Regent's University London Limited,England,London,2021/22,Days ratio of total net assets to total expenditure excl. pension adjustment,223.0
10086591,Regent's University London Limited,England,London,2021/22,Ratio of current assets to current liabilities,2.8
10086591,Regent's University London Limited,England,London,2021/22,Net cash inflow from operating activities as a % of total income,0.049
10086591,Regent's University London Limited,England,London,2021/22,Net liquidity days,229.0
10086591,Regent's University London Limited,England,London,2021/22,Net liquidity days excl. pension adjustment,229.0
10086591,Regent's University London Limited,England,London,2021/22,Debt service ratio,22.0
10021100,Regents Theological College,England,West Midlands,2021/22,Surplus/(deficit) as a % of total income,0.073
10021100,Regents Theological College,England,West Midlands,2021/22,Surplus/(deficit) excl. pension adjustment as a % of total income,0.073
10021100,Regents Theological College,England,West Midlands,2021/22,Staff costs as a % of total income,0.506
10021100,Regents Theological College,England,West Midlands,2021/22,Staff costs excl. pension adjustment as a % of total income,0.506
10021100,Regents Theological College,England,West Midlands,2021/22,Premises costs as a % of total costs,0.0
10021100,Regents Theological College,England,West Midlands,2021/22,Premises costs as a % of total costs excl. pension adjustment,0.0
10021100,Regents Theological College,England,West Midlands,2021/22,Unrestricted reserves as a % of total income,2.349
10021100,Regents Theological College,England,West Midlands,2021/22,External borrowing as a % of total income,0.659
10021100,Regents Theological College,England,West Midlands,2021/22,Days ratio of total net assets to total expenditure,930.0
10021100,Regents Theological College,England,West Midlands,2021/22,Days ratio of total net assets to total expenditure excl. pension adjustment,930.0
10021100,Regents Theological College,England,West Midlands,2021/22,Ratio of current assets to current liabilities,7.9
10021100,Regents Theological College,England,West Midlands,2021/22,Net cash inflow from operating activities as a % of total income,0.126
10021100,Regents Theological College,England,West Midlands,2021/22,Net liquidity days,163.0
10021100,Regents Theological College,England,West Midlands,2021/22,Net liquidity days excl. pension adjustment,163.0
10021100,Regents Theological College,England,West Midlands,2021/22,Debt service ratio,1.6
10023871,Results Consortium Limited,England,East of England,2021/22,Surplus/(deficit) as a % of total income,0.04
10023871,Results Consortium Limited,England,East of England,2021/22,Surplus/(deficit) excl. pension adjustment as a % of total income,0.04
10023871,Results Consortium Limited,England,East of England,2021/22,Staff costs as a % of total income,0.531
10023871,Results Consortium Limited,England,East of England,2021/22,Staff costs excl. pension adjustment as a % of total income,0.531
10023871,Results Consortium Limited,England,East of England,2021/22,Premises costs as a % of total costs,0.121
10023871,Results Consortium Limited,England,East of England,2021/22,Premises costs as a % of total costs excl. pension adjustment,0.121
10023871,Results Consortium Limited,England,East of England,2021/22,Unrestricted reserves as a % of total income,0.085
10023871,Results Consortium Limited,England,East of England,2021/22,External borrowing as a % of total income,0.027999999999999997
10023871,Results Consortium Limited,England,East of England,2021/22,Days ratio of total net assets to total expenditure,33.0
10023871,Results Consortium Limited,England,East of England,2021/22,Days ratio of total net assets to total expenditure excl. pension adjustment,33.0
10023871,Results Consortium Limited,England,East of England,2021/22,Ratio of current assets to current liabilities,2.1
10023871,Results Consortium Limited,England,East of England,2021/22,Net cash inflow from operating activities as a % of total income,-0.002
10023871,Results Consortium Limited,England,East of England,2021/22,Net liquidity days,31.0
10023871,Results Consortium Limited,England,East of England,2021/22,Net liquidity days excl. pension adjustment,31.0
10023871,Results Consortium Limited,England,East of England,2021/22,Debt service ratio,-0.3
10062833,Raindance Educational Services Limited,England,London,2021/22,Surplus/(deficit) as a % of total income,0.226
10062833,Raindance Educational Services Limited,England,London,2021/22,Surplus/(deficit) excl. pension adjustment as a % of total income,0.226
10062833,Raindance Educational Services Limited,England,London,2021/22,Staff costs as a % of total income,0.316
10062833,Raindance Educational Services Limited,England,London,2021/22,Staff costs excl. pension adjustment as a % of total income,0.316
10062833,Raindance Educational Services Limited,England,London,2021/22,Premises costs as a % of total costs,0.348
10062833,Raindance Educational Services Limited,England,London,2021/22,Premises costs as a % of total costs excl. pension adjustment,0.348
10062833,Raindance Educational Services Limited,England,London,2021/22,Unrestricted reserves as a % of total income,0.20199999999999999
10062833,Raindance Educational Services Limited,England,London,2021/22,External borrowing as a % of total income,0.11199999999999999
10062833,Raindance Educational Services Limited,England,London,2021/22,Days ratio of total net assets to total expenditure,95.0
10062833,Raindance Educational Services Limited,England,London,2021/22,Days ratio of total net assets to total expenditure excl. pension adjustment,95.0
10062833,Raindance Educational Services Limited,England,London,2021/22,Ratio of current assets to current liabilities,2.1
10062833,Raindance Educational Services Limited,England,London,2021/22,Net cash inflow from operating activities as a % of total income,-0.022000000000000002
10062833,Raindance Educational Services Limited,England,London,2021/22,Net liquidity days,14.0
10062833,Raindance Educational Services Limited,England,London,2021/22,Net liquidity days excl. pension adjustment,14.0
10062833,Raindance Educational Services Limited,England,London,2021/22,Debt service ratio,-10.0
10008455,Regent College London,England,London,2021/22,Surplus/(deficit) as a % of total income,0.23600000000000002
10008455,Regent College London,England,London,2021/22,Surplus/(deficit) excl. pension adjustment as a % of total income,0.23600000000000002
10008455,Regent College London,England,London,2021/22,Staff costs as a % of total income,0.27
10008455,Regent College London,England,London,2021/22,Staff costs excl. pension adjustment as a % of total income,0.27
10008455,Regent College London,England,London,2021/22,Premises costs as a % of total costs,0.34
10008455,Regent College London,England,London,2021/22,Premises costs as a % of total costs excl. pension adjustment,0.34
10008455,Regent College London,England,London,2021/22,Unrestricted reserves as a % of total income,0.49
10008455,Regent College London,England,London,2021/22,External borrowing as a % of total income,0.247
10008455,Regent College London,England,London,2021/22,Days ratio of total net assets to total expenditure,234.0
10008455,Regent College London,England,London,2021/22,Days ratio of total net assets to total expenditure excl. pension adjustment,234.0
10008455,Regent College London,England,London,2021/22,Ratio of current assets to current liabilities,3.4
10008455,Regent College London,England,London,2021/22,Net cash inflow from operating activities as a % of total income,0.19399999999999998
10008455,Regent College London,England,London,2021/22,Net liquidity days,159.0
10008455,Regent College London,England,London,2021/22,Net liquidity days excl. pension adjustment,159.0
10008455,Regent College London,England,London,2021/22,Debt service ratio,11.7
10005500,Robert Gordon University,Scotland,Scotland,2021/22,Surplus/(deficit) as a % of total income,-0.002
10005500,Robert Gordon University,Scotland,Scotland,2021/22,Surplus/(deficit) excl. pension adjustment as a % of total income,0.047
10005500,Robert Gordon University,Scotland,Scotland,2021/22,Staff costs as a % of total income,0.627
10005500,Robert Gordon University,Scotland,Scotland,2021/22,Staff costs excl. pension adjustment as a % of total income,0.578
10005500,Robert Gordon University,Scotland,Scotland,2021/22,Premises costs as a % of total costs,0.048
10005500,Robert Gordon University,Scotland,Scotland,2021/22,Premises costs as a % of total costs excl. pension adjustment,0.05
10005500,Robert Gordon University,Scotland,Scotland,2021/22,Unrestricted reserves as a % of total income,1.837
10005500,Robert Gordon University,Scotland,Scotland,2021/22,External borrowing as a % of total income,0.321
10005500,Robert Gordon University,Scotland,Scotland,2021/22,Days ratio of total net assets to total expenditure,677.0
10005500,Robert Gordon University,Scotland,Scotland,2021/22,Days ratio of total net assets to total expenditure excl. pension adjustment,712.0
10005500,Robert Gordon University,Scotland,Scotland,2021/22,Ratio of current assets to current liabilities,1.9
10005500,Robert Gordon University,Scotland,Scotland,2021/22,Net cash inflow from operating activities as a % of total income,0.19899999999999998
10005500,Robert Gordon University,Scotland,Scotland,2021/22,Net liquidity days,184.0
10005500,Robert Gordon University,Scotland,Scotland,2021/22,Net liquidity days excl. pension adjustment,194.0
10005500,Robert Gordon University,Scotland,Scotland,2021/22,Debt service ratio,12.9
10007776,Roehampton University,England,London,2021/22,Surplus/(deficit) as a % of total income,-0.063
10007776,Roehampton University,England,London,2021/22,Surplus/(deficit) excl. pension adjustment as a % of total income,-0.003
10007776,Roehampton University,England,London,2021/22,Staff costs as a % of total income,0.5429999999999999
10007776,Roehampton University,England,London,2021/22,Staff costs excl. pension adjustment as a % of total income,0.48200000000000004
10007776,Roehampton University,England,London,2021/22,Premises costs as a % of total costs,0.061
10007776,Roehampton University,England,London,2021/22,Premises costs as a % of total costs excl. pension adjustment,0.064
10007776,Roehampton University,England,London,2021/22,Unrestricted reserves as a % of total income,0.49700000000000005
10007776,Roehampton University,England,London,2021/22,External borrowing as a % of total income,0.605
10007776,Roehampton University,England,London,2021/22,Days ratio of total net assets to total expenditure,173.0
10007776,Roehampton University,England,London,2021/22,Days ratio of total net assets to total expenditure excl. pension adjustment,183.0
10007776,Roehampton University,England,London,2021/22,Ratio of current assets to current liabilities,1.2
10007776,Roehampton University,England,London,2021/22,Net cash inflow from operating activities as a % of total income,0.221
10007776,Roehampton University,England,London,2021/22,Net liquidity days,117.0
10007776,Roehampton University,England,London,2021/22,Net liquidity days excl. pension adjustment,124.0
10007776,Roehampton University,England,London,2021/22,Debt service ratio,2.3
10020436,Royal School of Needlework (The),England,London,2021/22,Surplus/(deficit) as a % of total income,0.048
10020436,Royal School of Needlework (The),England,London,2021/22,Surplus/(deficit) excl. pension adjustment as a % of total income,0.048
10020436,Royal School of Needlework (The),England,London,2021/22,Staff costs as a % of total income,0.526
10020436,Royal School of Needlework (The),England,London,2021/22,Staff costs excl. pension adjustment as a % of total income,0.526
10020436,Royal School of Needlework (The),England,London,2021/22,Premises costs as a % of total costs,0.10800000000000001
10020436,Royal School of Needlework (The),England,London,2021/22,Premises costs as a % of total costs excl. pension adjustment,0.10800000000000001
10020436,Royal School of Needlework (The),England,London,2021/22,Unrestricted reserves as a % of total income,1.195
10020436,Royal School of Needlework (The),England,London,2021/22,External borrowing as a % of total income,0.0
10020436,Royal School of Needlework (The),England,London,2021/22,Days ratio of total net assets to total expenditure,1063.0
10020436,Royal School of Needlework (The),England,London,2021/22,Days ratio of total net assets to total expenditure excl. pension adjustment,1063.0
10020436,Royal School of Needlework (The),England,London,2021/22,Ratio of current assets to current liabilities,1.2
10020436,Royal School of Needlework (The),England,London,2021/22,Net cash inflow from operating activities as a % of total income,-0.026000000000000002
10020436,Royal School of Needlework (The),England,London,2021/22,Net liquidity days,88.0
10020436,Royal School of Needlework (The),England,London,2021/22,Net liquidity days excl. pension adjustment,88.0
10020436,Royal School of Needlework (The),England,London,2021/22,Debt service ratio,-1.2
10005523,Rose Bruford College of Theatre and Performance,England,London,2021/22,Surplus/(deficit) as a % of total income,-0.052000000000000005
10005523,Rose Bruford College of Theatre and Performance,England,London,2021/22,Surplus/(deficit) excl. pension adjustment as a % of total income,-0.023
10005523,Rose Bruford College of Theatre and Performance,England,London,2021/22,Staff costs as a % of total income,0.447
10005523,Rose Bruford College of Theatre and Performance,England,London,2021/22,Staff costs excl. pension adjustment as a % of total income,0.419
10005523,Rose Bruford College of Theatre and Performance,England,London,2021/22,Premises costs as a % of total costs,0.065
10005523,Rose Bruford College of Theatre and Performance,England,London,2021/22,Premises costs as a % of total costs excl. pension adjustment,0.067
10005523,Rose Bruford College of Theatre and Performance,England,London,2021/22,Unrestricted reserves as a % of total income,0.415
10005523,Rose Bruford College of Theatre and Performance,England,London,2021/22,External borrowing as a % of total income,0.0
10005523,Rose Bruford College of Theatre and Performance,England,London,2021/22,Days ratio of total net assets to total expenditure,144.0
10005523,Rose Bruford College of Theatre and Performance,England,London,2021/22,Days ratio of total net assets to total expenditure excl. pension adjustment,148.0
10005523,Rose Bruford College of Theatre and Performance,England,London,2021/22,Ratio of current assets to current liabilities,1.3
10005523,Rose Bruford College of Theatre and Performance,England,London,2021/22,Net cash inflow from operating activities as a % of total income,0.012
10005523,Rose Bruford College of Theatre and Performance,England,London,2021/22,Net liquidity days,63.0
10005523,Rose Bruford College of Theatre and Performance,England,London,2021/22,Net liquidity days excl. pension adjustment,64.0
10005523,Rose Bruford College of Theatre and Performance,England,London,2021/22,Debt service ratio,3.4
10007835,Royal Academy of Music,England,London,2021/22,Surplus/(deficit) as a % of total income,0.187
10007835,Royal Academy of Music,England,London,2021/22,Surplus/(deficit) excl. pension adjustment as a % of total income,0.198
10007835,Royal Academy of Music,England,London,2021/22,Staff costs as a % of total income,0.415
10007835,Royal Academy of Music,England,London,2021/22,Staff costs excl. pension adjustment as a % of total income,0.405
10007835,Royal Academy of Music,England,London,2021/22,Premises costs as a % of total costs,0.106
10007835,Royal Academy of Music,England,London,2021/22,Premises costs as a % of total costs excl. pension adjustment,0.107
10007835,Royal Academy of Music,England,London,2021/22,Unrestricted reserves as a % of total income,4.855
10007835,Royal Academy of Music,England,London,2021/22,External borrowing as a % of total income,0.0
10007835,Royal Academy of Music,England,London,2021/22,Days ratio of total net assets to total expenditure,2975.0
10007835,Royal Academy of Music,England,London,2021/22,Days ratio of total net assets to total expenditure excl. pension adjustment,3015.0
10007835,Royal Academy of Music,England,London,2021/22,Ratio of current assets to current liabilities,7.7
10007835,Royal Academy of Music,England,London,2021/22,Net cash inflow from operating activities as a % of total income,0.04
10007835,Royal Academy of Music,England,London,2021/22,Net liquidity days,372.0
10007835,Royal Academy of Music,England,London,2021/22,Net liquidity days excl. pension adjustment,378.0
10007835,Royal Academy of Music,England,London,2021/22,Debt service ratio,0.0
10005545,Royal Agricultural University,England,South West,2021/22,Surplus/(deficit) as a % of total income,-0.013000000000000001
10005545,Royal Agricultural University,England,South West,2021/22,Surplus/(deficit) excl. pension adjustment as a % of total income,-0.013000000000000001
10005545,Royal Agricultural University,England,South West,2021/22,Staff costs as a % of total income,0.517
10005545,Royal Agricultural University,England,South West,2021/22,Staff costs excl. pension adjustment as a % of total income,0.517
10005545,Royal Agricultural University,England,South West,2021/22,Premises costs as a % of total costs,0.08800000000000001
10005545,Royal Agricultural University,England,South West,2021/22,Premises costs as a % of total costs excl. pension adjustment,0.08800000000000001
10005545,Royal Agricultural University,England,South West,2021/22,Unrestricted reserves as a % of total income,1.558
10005545,Royal Agricultural University,England,South West,2021/22,External borrowing as a % of total income,0.0
10005545,Royal Agricultural University,England,South West,2021/22,Days ratio of total net assets to total expenditure,606.0
10005545,Royal Agricultural University,England,South West,2021/22,Days ratio of total net assets to total expenditure excl. pension adjustment,606.0
10005545,Royal Agricultural University,England,South West,2021/22,Ratio of current assets to current liabilities,2.2
10005545,Royal Agricultural University,England,South West,2021/22,Net cash inflow from operating activities as a % of total income,0.032
10005545,Royal Agricultural University,England,South West,2021/22,Net liquidity days,58.0
10005545,Royal Agricultural University,England,South West,2021/22,Net liquidity days excl. pension adjustment,58.0
10005545,Royal Agricultural University,England,South West,2021/22,Debt service ratio,3.4
10007777,Royal College of Art,England,London,2021/22,Surplus/(deficit) as a % of total income,0.162
10007777,Royal College of Art,England,London,2021/22,Surplus/(deficit) excl. pension adjustment as a % of total income,0.162
10007777,Royal College of Art,England,London,2021/22,Staff costs as a % of total income,0.37200000000000005
10007777,Royal College of Art,England,London,2021/22,Staff costs excl. pension adjustment as a % of total income,0.37200000000000005
10007777,Royal College of Art,England,London,2021/22,Premises costs as a % of total costs,0.179
10007777,Royal College of Art,England,London,2021/22,Premises costs as a % of total costs excl. pension adjustment,0.179
10007777,Royal College of Art,England,London,2021/22,Unrestricted reserves as a % of total income,1.7269999999999999
10007777,Royal College of Art,England,London,2021/22,External borrowing as a % of total income,0.386
10007777,Royal College of Art,England,London,2021/22,Days ratio of total net assets to total expenditure,905.0
10007777,Royal College of Art,England,London,2021/22,Days ratio of total net assets to total expenditure excl. pension adjustment,905.0
10007777,Royal College of Art,England,London,2021/22,Ratio of current assets to current liabilities,0.6
10007777,Royal College of Art,England,London,2021/22,Net cash inflow from operating activities as a % of total income,0.20600000000000002
10007777,Royal College of Art,England,London,2021/22,Net liquidity days,106.0
10007777,Royal College of Art,England,London,2021/22,Net liquidity days excl. pension adjustment,106.0
10007777,Royal College of Art,England,London,2021/22,Debt service ratio,17.6
10007778,Royal College of Music,England,London,2021/22,Surplus/(deficit) as a % of total income,0.003
10007778,Royal College of Music,England,London,2021/22,Surplus/(deficit) excl. pension adjustment as a % of total income,0.098
10007778,Royal College of Music,England,London,2021/22,Staff costs as a % of total income,0.569
10007778,Royal College of Music,England,London,2021/22,Staff costs excl. pension adjustment as a % of total income,0.475
10007778,Royal College of Music,England,London,2021/22,Premises costs as a % of total costs,0.063
10007778,Royal College of Music,England,London,2021/22,Premises costs as a % of total costs excl. pension adjustment,0.07
10007778,Royal College of Music,England,London,2021/22,Unrestricted reserves as a % of total income,1.838
10007778,Royal College of Music,England,London,2021/22,External borrowing as a % of total income,0.142
10007778,Royal College of Music,England,London,2021/22,Days ratio of total net assets to total expenditure,1209.0
10007778,Royal College of Music,England,London,2021/22,Days ratio of total net assets to total expenditure excl. pension adjustment,1335.0
10007778,Royal College of Music,England,London,2021/22,Ratio of current assets to current liabilities,2.8
10007778,Royal College of Music,England,London,2021/22,Net cash inflow from operating activities as a % of total income,0.051
10007778,Royal College of Music,England,London,2021/22,Net liquidity days,107.0
10007778,Royal College of Music,England,London,2021/22,Net liquidity days excl. pension adjustment,120.0
10007778,Royal College of Music,England,London,2021/22,Debt service ratio,0.7
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2021/22,Surplus/(deficit) as a % of total income,-0.064
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2021/22,Surplus/(deficit) excl. pension adjustment as a % of total income,-0.066
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2021/22,Staff costs as a % of total income,0.804
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2021/22,Staff costs excl. pension adjustment as a % of total income,0.805
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2021/22,Premises costs as a % of total costs,0.04
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2021/22,Premises costs as a % of total costs excl. pension adjustment,0.04
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2021/22,Unrestricted reserves as a % of total income,0.992
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2021/22,External borrowing as a % of total income,0.0
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2021/22,Days ratio of total net assets to total expenditure,372.0
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2021/22,Days ratio of total net assets to total expenditure excl. pension adjustment,372.0
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2021/22,Ratio of current assets to current liabilities,2.8
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2021/22,Net cash inflow from operating activities as a % of total income,0.028999999999999998
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2021/22,Net liquidity days,94.0
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2021/22,Net liquidity days excl. pension adjustment,93.0
10005561,Royal Conservatoire of Scotland,Scotland,Scotland,2021/22,Debt service ratio,0.0
10007816,The Royal Central School of Speech and Drama,England,London,2021/22,Surplus/(deficit) as a % of total income,-0.046
10007816,The Royal Central School of Speech and Drama,England,London,2021/22,Surplus/(deficit) excl. pension adjustment as a % of total income,-0.046
10007816,The Royal Central School of Speech and Drama,England,London,2021/22,Staff costs as a % of total income,0.6509999999999999
10007816,The Royal Central School of Speech and Drama,England,London,2021/22,Staff costs excl. pension adjustment as a % of total income,0.6509999999999999
10007816,The Royal Central School of Speech and Drama,England,London,2021/22,Premises costs as a % of total costs,0.040999999999999995
10007816,The Royal Central School of Speech and Drama,England,London,2021/22,Premises costs as a % of total costs excl. pension adjustment,0.040999999999999995
10007816,The Royal Central School of Speech and Drama,England,London,2021/22,Unrestricted reserves as a % of total income,1.4269999999999998
10007816,The Royal Central School of Speech and Drama,England,London,2021/22,External borrowing as a % of total income,0.37200000000000005
10007816,The Royal Central School of Speech and Drama,England,London,2021/22,Days ratio of total net assets to total expenditure,543.0
10007816,The Royal Central School of Speech and Drama,England,London,2021/22,Days ratio of total net assets to total expenditure excl. pension adjustment,543.0
10007816,The Royal Central School of Speech and Drama,England,London,2021/22,Ratio of current assets to current liabilities,3.5
10007816,The Royal Central School of Speech and Drama,England,London,2021/22,Net cash inflow from operating activities as a % of total income,0.098
10007816,The Royal Central School of Speech and Drama,England,London,2021/22,Net liquidity days,339.0
10007816,The Royal Central School of Speech and Drama,England,London,2021/22,Net liquidity days excl. pension adjustment,339.0
10007816,The Royal Central School of Speech and Drama,England,London,2021/22,Debt service ratio,3.0
10005553,Royal Holloway and Bedford New College,England,South East,2021/22,Surplus/(deficit) as a % of total income,-0.156
10005553,Royal Holloway and Bedford New College,England,South East,2021/22,Surplus/(deficit) excl. pension adjustment as a % of total income,0.052000000000000005
10005553,Royal Holloway and Bedford New College,England,South East,2021/22,Staff costs as a % of total income,0.75
10005553,Royal Holloway and Bedford New College,England,South East,2021/22,Staff costs excl. pension adjustment as a % of total income,0.541
10005553,Royal Holloway and Bedford New College,England,South East,2021/22,Premises costs as a % of total costs,0.044000000000000004
10005553,Royal Holloway and Bedford New College,England,South East,2021/22,Premises costs as a % of total costs excl. pension adjustment,0.054000000000000006
10005553,Royal Holloway and Bedford New College,England,South East,2021/22,Unrestricted reserves as a % of total income,0.866
10005553,Royal Holloway and Bedford New College,England,South East,2021/22,External borrowing as a % of total income,0.696
10005553,Royal Holloway and Bedford New College,England,South East,2021/22,Days ratio of total net assets to total expenditure,409.0
10005553,Royal Holloway and Bedford New College,England,South East,2021/22,Days ratio of total net assets to total expenditure excl. pension adjustment,498.0
10005553,Royal Holloway and Bedford New College,England,South East,2021/22,Ratio of current assets to current liabilities,2.1
10005553,Royal Holloway and Bedford New College,England,South East,2021/22,Net cash inflow from operating activities as a % of total income,0.111
10005553,Royal Holloway and Bedford New College,England,South East,2021/22,Net liquidity days,150.0
10005553,Royal Holloway and Bedford New College,England,South East,2021/22,Net liquidity days excl. pension adjustment,186.0
10005553,Royal Holloway and Bedford New College,England,South East,2021/22,Debt service ratio,5.1
10007837,Royal Northern College of Music,England,North West,2021/22,Surplus/(deficit) as a % of total income,0.14
10007837,Royal Northern College of Music,England,North West,2021/22,Surplus/(deficit) excl. pension adjustment as a % of total income,0.204
10007837,Royal Northern College of Music,England,North West,2021/22,Staff costs as a % of total income,0.499
10007837,Royal Northern College of Music,England,North West,2021/22,Staff costs excl. pension adjustment as a % of total income,0.436
10007837,Royal Northern College of Music,England,North West,2021/22,Premises costs as a % of total costs,0.08800000000000001
10007837,Royal Northern College of Music,England,North West,2021/22,Premises costs as a % of total costs excl. pension adjustment,0.095
10007837,Royal Northern College of Music,England,North West,2021/22,Unrestricted reserves as a % of total income,1.4580000000000002
10007837,Royal Northern College of Music,England,North West,2021/22,External borrowing as a % of total income,0.081
10007837,Royal Northern College of Music,England,North West,2021/22,Days ratio of total net assets to total expenditure,1003.0
10007837,Royal Northern College of Music,England,North West,2021/22,Days ratio of total net assets to total expenditure excl. pension adjustment,1084.0
10007837,Royal Northern College of Music,England,North West,2021/22,Ratio of current assets to current liabilities,3.0
10007837,Royal Northern College of Music,England,North West,2021/22,Net cash inflow from operating activities as a % of total income,0.009000000000000001
10007837,Royal Northern College of Music,England,North West,2021/22,Net liquidity days,154.0
10007837,Royal Northern College of Music,England,North West,2021/22,Net liquidity days excl. pension adjustment,168.0
10007837,Royal Northern College of Music,England,North West,2021/22,Debt service ratio,0.4
10007779,The Royal Veterinary College,England,London,2021/22,Surplus/(deficit) as a % of total income,-0.085
10007779,The Royal Veterinary College,England,London,2021/22,Surplus/(deficit) excl. pension adjustment as a % of total income,0.065
10007779,The Royal Veterinary College,England,London,2021/22,Staff costs as a % of total income,0.685
10007779,The Royal Veterinary College,England,London,2021/22,Staff costs excl. pension adjustment as a % of total income,0.536
10007779,The Royal Veterinary College,England,London,2021/22,Premises costs as a % of total costs,0.049
10007779,The Royal Veterinary College,England,London,2021/22,Premises costs as a % of total costs excl. pension adjustment,0.055999999999999994
10007779,The Royal Veterinary College,England,London,2021/22,Unrestricted reserves as a % of total income,1.476
10007779,The Royal Veterinary College,England,London,2021/22,External borrowing as a % of total income,0.41600000000000004
10007779,The Royal Veterinary College,England,London,2021/22,Days ratio of total net assets to total expenditure,540.0
10007779,The Royal Veterinary College,England,London,2021/22,Days ratio of total net assets to total expenditure excl. pension adjustment,626.0
10007779,The Royal Veterinary College,England,London,2021/22,Ratio of current assets to current liabilities,3.0
10007779,The Royal Veterinary College,England,London,2021/22,Net cash inflow from operating activities as a % of total income,0.086
10007779,The Royal Veterinary College,England,London,2021/22,Net liquidity days,160.0
10007779,The Royal Veterinary College,England,London,2021/22,Net liquidity days excl. pension adjustment,188.0
10007779,The Royal Veterinary College,England,London,2021/22,Debt service ratio,5.8
